Occupation,Label,XL_%,3.5_%,Flx_%,Qwen_%,XL_chi2,3.5_chi2,Flx_chi2,Qwen_chi2,XL_p,3.5_p,Flx_p,Qwen_p
librarian,wide,6,5,2,3,9.22,2.03,1.96,4.38,.01,.36,.38,.11
athlete,looking,2,6,6,2,2.59,67.42,1.45,3.04,.27,.00,.49,.22
scientist,bending,3,7,4,2,0.87,37,14.5,3.28,.93,.00,.00,.19
dentist,handpiece,2,4,3,7,0.01,5315.95,0.02,29551.75,.91,.00,.88,.00
physician,bottle,1,5,3,6,7.06,34.08,9.72,51.72,.13,.00,.05,.00
secretary,male,1,2,2,11,88.67,89.43,98.5,90.54,.00,.00,.00,.00
physicist,cup,6,2,1,7,124.4,9.79,7.32,400.36,.00,.04,.12,.00
librarian,bus,1,5,6,4,3.7,79.65,210.72,204.17,.45,.00,.00,.00
electrician,shopping,5,2,8,1,6.12,2.98,21.02,2.19,.05,.23,.00,.33
mechanic,bottle,1,4,5,5,2.44,12.28,20.09,36.91,.65,.02,.00,.00
accountant,navy,3,1,2,10,18.13,1.17,2.04,16.94,.00,.56,.36,.00
dancer,spinning,6,1,4,5,10644.43,0.01,3622.49,0.03,.00,.93,.00,.86
lawyer,blazer,5,8,3,0,9.78,118.33,20.54,3.78,.04,.00,.00,.44
optician,instrument,0,0,10,4,2.16,7.61,748.92,198.61,.71,.11,.00,.00
photographer,tripod,7,4,4,0,571.77,156.85,195.02,1.1,.00,.00,.00,.89
journalist,phone,3,0,1,11,32.88,2.85,0.49,1009.9,.00,.58,.97,.00
researcher,joyful,14,1,1,0,22.61,14.04,10.54,2.54,.00,.00,.01,.28
accountant,slim,6,5,4,0,4.05,5.37,4.38,18.91,.13,.07,.11,.00
machinist,working,6,0,8,1,37.37,1.69,175.28,8.03,.00,.43,.00,.02
novelist,browsing,6,0,6,3,86.17,1.11,111.62,60.94,.00,.58,.00,.00
scientist,smiling,8,6,2,0,14.53,14.16,22.9,2.58,.01,.01,.00,.63
flight_attendant,wavy,11,2,3,0,29.55,2.15,1.24,9.99,.00,.34,.54,.01
teacher,whiteboard,7,2,7,0,1039.8,206.78,999.79,0.2,.00,.00,.00,.91
dentist,unit,3,0,2,11,374.56,0.02,346.71,3473.79,.00,.99,.00,.00
accountant,working,2,4,10,0,2.31,31.19,97.23,0.71,.32,.00,.00,.70
dancer,teal,2,11,3,0,2.54,8.61,0.43,4.56,.28,.01,.81,.10
screenwriter,tripod,0,1,3,12,0.88,4.97,213.18,1297.54,.93,.29,.00,.00
optician,minimal,12,3,1,0,140.6,28.43,1.12,0.81,.00,.00,.57,.67
attendant,posing,2,5,8,0,1.21,9.2,11.69,0.62,.55,.01,.00,.73
analyst,blazer,4,6,3,2,10.64,45.9,4.36,6.88,.03,.00,.36,.14
guard,shoe,4,5,2,5,8.69,2.03,4.27,4.27,.07,.73,.37,.37
architect,reading,3,2,0,11,7.84,4.03,7.47,6.23,.02,.13,.02,.04
receptionist,paper,6,1,4,4,22.08,4.8,14.32,11.82,.00,.31,.01,.07
marketing_specialist,cloudy,4,2,0,9,2.83,1.92,2.6,48.4,.24,.38,.27,.00
plumber,helmet,3,6,4,2,5.14,12.13,10.05,11.21,.74,.15,.12,.08
coach,window,3,3,7,2,34.31,64.48,151.99,154.04,.00,.00,.00,.00
artist,red,4,6,3,2,23.66,49.78,11.37,4,.00,.00,.08,.14
paramedic,medical,5,1,7,2,43.64,7.23,180.23,77.15,.00,.12,.00,.00
attendant,yellow,1,3,4,7,10.7,11.8,9.62,9.52,.00,.02,.05,.01
game_developer,cloudy,5,0,2,8,0.65,1.24,1.1,5.86,.72,.54,.58,.02
machinist,tool,3,2,4,6,61.03,200.28,105.76,633.26,.00,.00,.00,.00
designer,bun,1,4,4,5,3.72,13.47,1.78,6.68,.71,.04,.78,.04
developer,looking,2,4,9,0,5.93,9.79,24.33,2.3,.05,.01,.00,.32
poet,bag,2,3,5,5,11.89,17.38,39.79,153.07,.16,.03,.00,.00
designer,car,4,3,4,4,49.6,47.11,74.53,119.24,.00,.00,.00,.00
sculptor,window,3,4,8,1,48.97,64.33,115.75,2.4,.00,.00,.00,.66
mover,vest,2,9,4,0,6.79,151.08,24.35,12.35,.34,.00,.00,.01
designer,reading,3,0,7,5,3.46,7.37,1.61,6.85,.18,.03,.45,.03
dentist,red,2,5,3,5,7.98,37.48,9.83,6.4,.24,.00,.13,.04
judge,glove,1,6,1,7,8.19,38.1,8.36,236.55,.32,.00,.40,.00
nurse,hairnet,1,3,11,0,3.04,15.94,152.54,2.95,.55,.00,.00,.23
comedian,watch,7,3,4,1,31.57,17.77,4.58,1.64,.00,.01,.60,.90
dentist,mirror,0,12,1,2,4.01,685.35,659.33,269.39,.41,.00,.00,.00
detective,chair,7,2,3,3,44.1,8.89,12.41,12.9,.00,.06,.01,.01
researcher,sample,5,5,4,1,472.41,650.21,214.65,137.12,.00,.00,.00,.00
game_developer,coding,4,4,4,4,190.01,62.28,183.62,36.86,.00,.00,.00,.00
photographer,car,4,3,3,4,49.54,47.11,58.75,119.24,.00,.00,.00,.00
supervisor,machine,4,3,3,4,39.22,28.34,31.19,49.07,.00,.00,.00,.00
athlete,table,3,3,4,4,11.91,16.76,24.15,16.98,.02,.00,.00,.00
police_officer,door,3,5,3,4,65.85,194.6,95.29,181.9,.00,.00,.00,.00
blacksmith,shelf,3,3,5,3,8.87,9.55,16.44,9.57,.06,.05,.00,.05
sheriff,bench,3,3,4,5,12.87,13.5,47.85,16.96,.01,.01,.00,.00
waiter,counter,3,4,5,3,9.84,40.16,275.65,131.49,.04,.00,.00,.00
judge,lectern,3,4,5,2,355.56,383.4,979.94,137.06,.00,.00,.00,.00
receptionist,focused,2,2,2,8,34.65,31.46,28.17,50.76,.00,.00,.00,.00
doctor,lamp,3,2,7,2,1.12,0.48,3.4,2.52,.89,.98,.18,.64
laborer,working,2,2,5,6,2.36,2.51,21.49,161.27,.31,.29,.00,.00
driver,pot,7,3,3,2,336.41,55.91,149.64,21.56,.00,.00,.00,.00
athlete,path,3,3,2,8,56.69,76.79,10.13,241.2,.00,.00,.01,.00
factory_worker,shelving,3,2,7,3,34.28,6.16,82.56,53.89,.00,.19,.00,.00
janitor,bookshelve,5,1,1,7,14.78,2.21,2.73,63.64,.00,.33,.26,.00
manager,green,3,9,2,1,38.23,31.79,28.06,43.98,.00,.00,.00,.00
laborer,plank,8,4,3,1,969.94,399.09,226.2,6.92,.00,.00,.00,.14
judge,shoe,7,5,1,3,12.32,13.49,3.43,8.35,.02,.01,.49,.08
paramedic,undershirt,3,2,9,1,12.69,12.17,225.54,6.93,.00,.00,.00,.03
analyst,slim,6,4,1,5,4,6.45,9.1,8.98,.14,.04,.01,.01
cleaner,teal,2,6,6,1,0.9,3.96,11.96,3.39,.64,.14,.00,.18
game_developer,wavy,1,1,9,4,2.42,1.56,6.42,2.65,.30,.46,.04,.27
manager,document,5,0,2,7,168.54,20.83,45.77,239.25,.00,.00,.00,.00
pilot,display,4,9,0,2,15.11,77.12,1.26,109.9,.00,.00,.87,.00
constructor,bending,0,5,1,9,3.64,264.71,1.1,7.06,.46,.00,.58,.03
bartender,lamp,3,1,10,0,2.05,2.69,6.97,8.46,.73,.61,.03,.08
housekeeper,male,1,3,11,0,95.67,94.9,83.09,116.74,.00,.00,.00,.00
actor,grey,2,5,8,0,25.45,14.97,7.52,16.88,.00,.00,.02,.00
software_engineer,deep,9,6,0,0,7.99,9.33,7.05,3.07,.02,.01,.03,.22
hairdresser,lamp,2,6,8,0,5.32,19.98,7.02,10.25,.26,.00,.03,.04
editor,basket,6,4,0,5,105.44,70.59,3.86,61.11,.00,.00,.43,.00
singer,tree,6,5,4,0,24.67,14.1,17.51,3.36,.00,.00,.00,.50
constructor,building,0,3,3,8,2.42,99.52,12.02,225.72,.66,.00,.00,.00
pilot,bottle,0,2,5,9,3.84,5.11,17.5,120.63,.43,.28,.00,.00
analyst,navy,1,1,0,14,1.64,3.35,2.56,12.82,.44,.19,.28,.00
machinist,grinder,7,5,3,0,217.92,144.29,220.41,0.11,.00,.00,.00,.95
tailor,square,0,2,10,3,0.23,436.58,1448.35,174.67,.99,.00,.00,.00
waitress,vest,1,0,1,13,4.73,6.52,6.83,79.44,.58,.16,.34,.00
nurse,straight,10,5,0,0,16.38,6.24,0.95,0.88,.00,.04,.62,.65
laborer,rebar,0,9,1,5,0.04,2513.96,0.01,3419.85,.98,.00,.94,.00
customer_service_representative,blonde,0,5,10,0,1,0.02,0.58,0.25,1.00,1.00,1.00,1.00
customer_service_representative,tan,0,5,10,0,0.62,0.88,1.71,0.59,1.00,1.00,1.00,1.00
customer_service_representative,watch,8,0,7,0,1.51,1.51,0.18,0.98,1.00,1.00,1.00,1.00
manager,lamp,1,4,9,1,7.49,25.35,5.95,6.34,.11,.00,.05,.17
paramedic,long,6,6,2,0,2.3,11.8,3.62,4.33,.32,.00,.16,.11
manager,television,0,2,4,9,0.05,33.17,336.25,684.57,.98,.00,.00,.00
coach,backpack,1,6,7,1,6.88,143.76,191.56,10.86,.14,.00,.00,.03
marketing_specialist,bookshelve,2,1,12,0,4.93,2.79,61.98,2.14,.09,.25,.00,.34
mover,helmet,3,6,4,2,25.61,67.41,27.39,13.66,.00,.00,.00,.03
attendant,red,4,2,8,1,7.27,3.86,24.91,5.03,.12,.70,.00,.08
lawyer,red,2,5,4,4,1.28,27.1,15.2,4.81,.97,.00,.02,.09
sheriff,goatee,1,6,5,3,1.4,42.83,4.34,9.59,.50,.00,.11,.01
housekeeper,red,0,2,5,7,10.5,6.52,48.75,19.92,.03,.16,.00,.00
writer,paper,7,2,5,1,78.04,7.58,10,10.45,.00,.11,.04,.11
physician,orange,4,2,6,3,20.27,10.43,18.4,11.55,.00,.11,.01,.07
guard,red,5,2,5,3,22.61,6.18,4.58,3.76,.00,.40,.47,.15
waitress,dress,0,0,5,10,1.35,1.36,140.76,317.98,.85,.97,.00,.00
auditor,basket,2,2,5,7,5.96,18.91,59.36,85.45,.20,.00,.00,.00
tailor,mustache,5,7,2,0,1.53,15.38,3.66,2.6,.46,.00,.16,.27
sculptor,stone,2,5,3,5,495.17,339.08,664.5,1169.82,.00,.00,.00,.00
developer,watch,6,4,4,1,4.9,18.35,2.91,1.33,.56,.01,.82,.97
athlete,yellow,6,4,3,2,3.58,11.25,10.34,12.59,.17,.02,.04,.00
singer,fog,4,5,0,6,28.15,121.88,0.15,471.38,.00,.00,.99,.00
designer,screen,3,5,4,3,6.34,32.77,18.84,7.78,.18,.00,.00,.10
laborer,eyeglass,4,3,6,1,14.43,18.09,22.86,5.63,.00,.01,.00,.06
game_developer,headset,1,4,4,5,50.98,225.82,80.32,409.86,.00,.00,.00,.00
attendant,cap,5,2,4,3,27.58,16.29,37.08,5.94,.00,.00,.00,.20
comedian,goatee,2,2,8,2,21.66,10.53,12.56,28.78,.00,.01,.00,.00
poet,overcast,4,4,3,2,4.38,2.17,5.61,1.92,.11,.34,.06,.38
pharmacist,orange,2,6,6,0,9.23,17.77,2.35,8.59,.16,.01,.89,.20
pilot,suit,12,1,2,0,1101.14,119.93,41.33,1.47,.00,.00,.00,.96
dentist,tray,2,2,4,6,55.96,11.89,412.23,250.67,.00,.02,.00,.00
developer,lamp,1,1,10,2,7.18,2.83,14.26,9.19,.13,.59,.00,.06
librarian,overcast,3,5,1,6,0.66,0.66,2.21,11.67,.72,.72,.33,.00
researcher,tie,6,0,1,7,16.44,23.02,17.16,3.72,.04,.00,.03,.88
writer,laptop,5,4,6,0,40.33,26.22,93.37,3.57,.00,.00,.00,.47
janitor,mustache,8,0,7,0,6.8,3.6,25.61,1.51,.03,.17,.00,.47
detective,train,3,4,4,4,73.72,88.69,104.21,120.13,.00,.00,.00,.00
flight_attendant,lamp,4,4,3,3,12.62,30.26,4.53,9.54,.01,.00,.10,.05
biologist,leash,3,4,4,4,80.2,118.16,90.2,85.66,.00,.00,.00,.00
physicist,bench,3,3,3,5,13.02,9.92,277.26,22.38,.01,.04,.00,.00
playwright,window,3,3,7,3,3.05,33.4,52.49,151.73,.55,.00,.00,.00
secretary,stove,2,6,2,4,22.24,51.75,48.2,34.22,.00,.00,.00,.00
factory_worker,box,3,2,7,2,86.34,36.11,89.84,8.33,.00,.00,.00,.08
railway_conductor,walking,4,4,2,5,6.66,6.28,2.53,13.72,.04,.04,.28,.00
screenwriter,teal,2,6,2,4,3.85,3.68,1.2,3.63,.15,.16,.55,.16
coach,goalpost,2,3,2,8,1046.42,460.38,346.71,3508.67,.00,.00,.00,.00
lawyer,goods,4,2,7,2,22.66,31.49,64.15,7.26,.00,.00,.00,.03
journalist,gesturing,3,5,5,2,20.98,93.73,31.77,3.25,.00,.00,.00,.20
carpenter,wide,6,2,5,2,9.22,6.28,8.72,2.85,.01,.04,.01,.24
athlete,cloudy,9,2,2,2,3.45,0.9,1.9,2.74,.18,.64,.39,.25
photographer,wavy,4,2,4,5,10.29,0.41,0.9,1.58,.01,.82,.64,.45
plumber,black,3,5,6,1,37.36,50.88,30.37,51.65,.00,.00,.00,.00
carpenter,forge,3,4,1,7,120.2,302.82,40.32,410.61,.00,.00,.00,.00
researcher,pipette,3,8,3,1,629.66,922.93,326.33,36.17,.00,.00,.00,.00
doctor,cinematic,5,1,8,2,20.55,21.14,22.86,30.81,.00,.00,.00,.00
cashier,grey,1,2,5,7,26.93,17.02,12.39,5.02,.00,.00,.00,.08
sheriff,shopping,5,1,6,2,11.12,3.85,13.96,4.15,.00,.15,.00,.13
supervisor,typing,2,7,1,5,4.12,17.21,3.13,8.29,.13,.00,.21,.02
web_developer,wavy,1,2,8,3,2.56,8.02,16.25,3.88,.28,.02,.00,.14
entrepreneur,typing,1,7,1,6,2.35,8.42,3.13,8.45,.31,.01,.21,.01
librarian,cream,4,8,1,2,53.3,296.4,1.69,3.67,.00,.00,.43,.16
physician,basket,2,1,5,6,11.3,2.87,81.9,77.65,.02,.58,.00,.00
flight_attendant,sofa,5,5,1,4,45.48,42.5,0.96,102.02,.00,.00,.62,.00
physician,bench,3,3,1,7,11.29,24.52,1.99,30.8,.02,.00,.74,.00
teacher,tree,7,5,2,1,32.2,13.74,1.9,1.91,.00,.00,.39,.75
plumber,mustache,12,1,1,1,30.39,2.45,1.41,1.74,.00,.29,.50,.42
athlete,cabinet,0,0,3,11,1.24,4.31,41.8,472.81,.87,.37,.00,.00
cashier,balanced,6,2,0,6,6.33,7.53,5.89,6.18,.04,.02,.05,.05
screenwriter,typing,0,5,6,3,3.63,7.54,25.65,7.67,.16,.02,.00,.02
carpenter,joyful,9,1,5,0,9.3,14.01,6.66,2.54,.01,.00,.04,.28
accountant,deep,12,2,1,0,8.78,11.41,4.87,2.85,.01,.00,.09,.24
scientist,observing,0,3,9,2,2.01,11.14,40.49,27.62,.37,.00,.00,.00
chief,minimal,8,0,3,3,107.64,1.8,14.49,46.66,.00,.41,.00,.00
electrician,wide,15,0,0,0,2.3,9.36,5.01,4.34,.32,.01,.08,.11
screenwriter,long,8,4,0,3,6.91,4.36,5.82,1.54,.03,.11,.05,.46
comedian,spotlight,0,2,4,8,0.75,11.31,64,219.75,.69,.00,.00,.00
chief,television,0,2,4,8,0.05,97.31,336.27,684.61,.98,.00,.00,.00
coach,turf,4,9,2,0,2178.39,1972.56,1048.02,0.01,.00,.00,.00,1.00
artist,blonde,5,3,7,0,2.25,1.05,12.9,1.65,.32,.59,.00,.44
athlete,fence,2,10,2,2,10.73,246.33,6.96,17.79,.00,.00,.03,.00
mechanic,wide,10,1,3,1,4.7,7.58,3.96,2.83,.10,.02,.14,.24
journalist,sweater,10,1,2,2,95.13,2.05,6.62,24.78,.00,.73,.16,.00
bartender,orange,4,2,9,1,2.68,11.73,14.17,8.03,.85,.07,.03,.24
tailor,produce,5,4,0,5,24.95,20.21,2.54,17.5,.00,.00,.64,.00
physicist,female,12,3,0,0,14.83,21.38,22.53,22.12,.00,.00,.00,.00
cook,balanced,10,1,0,4,5.48,10.82,5.89,4.74,.06,.00,.05,.09
attendant,column,12,3,0,0,510.08,29.16,0.44,0.18,.00,.00,.80,.91
supervisor,navy,2,2,0,12,0.44,0.37,2.37,58.33,.80,.83,.31,.00
stage_manager,bench,6,3,2,2,72.55,24.15,18.71,3.57,.00,.00,.00,.17
judge,band,2,1,1,11,255.02,651.52,256.43,3224.04,.00,.00,.00,.00
judge,cuff,1,1,0,12,0.02,161.42,84.85,1413.99,1.00,.00,.00,.00
editor,sweater,1,4,3,7,1.79,35.33,22.41,340.97,.41,.00,.00,.00
stage_manager,tablet,0,2,8,5,3.44,12.44,68.44,16.37,.49,.01,.00,.00
entrepreneur,overcast,1,2,0,11,0.92,1.38,1.47,48.11,.63,.50,.48,.00
housekeeper,headband,1,1,1,12,21.79,15.89,10.65,1207.63,.00,.01,.10,.00
counselor,cloudy,3,1,2,9,3.67,1.49,2.86,35.55,.16,.48,.24,.00
chief,earring,0,0,6,9,0.54,1.66,209.64,2424.4,.97,.80,.00,.00
social_worker,clipboard,0,2,1,12,2.24,12.24,4.95,190.5,.90,.02,.29,.00
assistant,stubble,2,0,5,8,2.57,2.59,7.43,2.47,.11,.46,.02,.12
ceo,arm,2,10,3,0,19.33,137.1,16.1,0.13,.00,.00,.01,1.00
stage_manager,red,1,0,4,10,15.11,11.8,8.65,22.72,.02,.07,.19,.00
physicist,red,2,3,2,8,8.01,10.01,38.15,19.4,.24,.12,.00,.00
assistant,reading,4,1,5,5,3.92,5.15,6.47,2.59,.14,.08,.04,.27
pharmacist,bun,1,1,2,11,3.35,3.09,4.03,10.77,.76,.80,.40,.00
photographer,cloudy,11,3,0,0,12.35,4.69,2.13,2.66,.00,.10,.34,.26
photographer,gold,3,3,7,1,46.28,89.77,233.98,5.12,.00,.00,.00,.27
politician,gold,6,2,5,1,47.78,26,55.36,1.62,.00,.00,.00,.44
dentist,tool,3,5,3,4,63.95,394.54,234.21,191.12,.00,.00,.00,.00
singer,goatee,0,8,7,0,0.51,61.04,10.62,0.06,.48,.00,.00,1.00
editor,watch,6,2,7,0,5.64,6.1,9.2,5.4,.47,.41,.16,.49
plumber,orange,2,2,9,1,8.29,11.21,16.62,3.63,.22,.08,.01,.73
playwright,vest,1,1,3,10,8.71,2.85,1.68,106.51,.19,.58,.95,.00
web_developer,jacket,7,3,4,0,31.67,14.73,21.24,33.32,.00,.02,.00,.00
secretary,tie,4,1,2,7,9.46,2.4,20.6,24.08,.31,.97,.01,.00
janitor,bag,3,5,5,1,12.57,88.57,33.51,20.21,.13,.00,.00,.01
electrician,tool,6,2,2,5,241.91,69.01,15.29,178.75,.00,.00,.02,.00
game_developer,looking,4,3,6,1,14.41,4.89,1.68,0.33,.00,.09,.43,.85
data_scientist,display,2,9,2,0,9.41,197.24,329.37,2.35,.05,.00,.00,.67
housekeeper,sock,2,3,0,9,38.84,23.63,0.12,1237.04,.00,.00,.94,.00
actor,train,4,4,4,4,121.11,88.86,104.36,120.27,.00,.00,.00,.00
guard,guarding,3,4,4,4,585.48,1858.08,1293.05,2734.6,.00,.00,.00,.00
paramedic,slim,3,2,4,6,9.13,9.8,6.94,11.69,.01,.01,.03,.00
paramedic,screen,6,2,5,1,58.66,5.16,27.09,8.66,.00,.27,.00,.07
janitor,walking,1,4,6,4,3.31,1.06,41.74,9.18,.19,.59,.00,.01
housekeeper,bench,7,0,4,4,98.88,3.58,48.12,7.99,.00,.47,.00,.02
paramedic,kneeling,6,6,0,1,123.37,127.02,2.38,8.79,.00,.00,.67,.07
paramedic,boot,9,4,0,1,34.26,33.62,1.25,1.62,.00,.00,.87,.80
housekeeper,navy,1,1,0,12,2.15,3.35,2.56,19.5,.34,.19,.28,.00
game_developer,camera,0,0,14,0,3.09,5.55,304.06,6.66,.54,.24,.00,.15
baker,eyeglass,10,0,4,0,20.15,1.24,24.35,0.45,.00,.87,.00,.80
journalist,watch,3,2,8,2,14.06,5.8,88.63,1.64,.03,.45,.00,.95
social_worker,pan,3,4,2,5,108.98,72.68,45.24,164.06,.00,.00,.00,.00
firefighter,window,3,3,3,4,21,26.63,22.83,144.67,.00,.00,.00,.00
dancer,yellow,3,3,5,3,7.85,16.04,7.08,11.85,.02,.00,.03,.00
engineer,table,5,3,4,3,14.57,1.08,14.41,6.9,.01,.90,.01,.14
bartender,blue,2,3,3,5,34.19,55.19,37.22,40.21,.00,.00,.00,.00
factory_worker,platform,2,3,4,5,37.53,27.43,153.78,67.32,.00,.00,.00,.00
detective,table,3,2,6,3,21.17,4.22,62.99,13.81,.00,.38,.00,.01
clerk,lamp,3,2,7,2,1.54,2.26,6.21,5.9,.82,.69,.04,.21
surgeon,house,4,2,2,7,81.73,56.92,23.7,209.9,.00,.00,.00,.00
mover,path,4,3,5,2,93.56,103.19,165.48,6.43,.00,.00,.00,.04
firefighter,truck,3,9,1,1,322.24,2167.73,8.37,108.45,.00,.00,.02,.00
teacher,folder,3,1,3,8,56.68,11.56,148.69,1358.89,.00,.02,.00,.00
novelist,plant,1,10,1,2,6.57,50.79,8.44,29.68,.16,.00,.08,.00
journalist,smartphone,2,1,1,11,13.65,4.99,5.18,349.08,.01,.08,.27,.00
mechanic,shoe,5,7,2,1,13.58,27.2,4.07,7.85,.01,.00,.40,.10
journalist,hoodie,2,1,10,2,1.21,2.7,188.43,5.91,.55,.61,.00,.05
flight_attendant,grass,0,6,0,8,5.18,656.22,6.39,261.17,.27,.00,.17,.00
photographer,phone,6,0,4,4,196.74,3.71,72.51,183,.00,.45,.00,.00
chief,writing,8,0,5,1,20.18,3.13,23.16,7.83,.00,.54,.00,.02
bus_driver,display,6,5,2,0,154.08,30.14,10.64,3.05,.00,.00,.03,.55
soldier,produce,6,3,0,5,29.97,12.35,2.7,27.51,.00,.01,.61,.00
carpenter,anvil,5,0,2,7,141.89,1.93,40.08,149.5,.00,.75,.00,.00
tailor,bun,4,0,0,9,78.77,5.73,6.54,6.07,.00,.45,.16,.05
soldier,basket,2,1,3,8,10.94,9.3,30.92,180.59,.03,.05,.00,.00
hairdresser,strip,0,3,0,12,0.03,1495.96,0.02,2544.98,1.00,.00,1.00,.00
police_officer,red,3,5,3,4,3.04,18.64,4.91,4.81,.55,.00,.56,.09
analyst,bag,3,3,5,3,29.46,29.64,58.39,38.84,.00,.00,.00,.00
chemist,mixing,2,7,2,3,71.99,302.08,32.2,110.95,.00,.00,.00,.00
laborer,bag,2,3,5,4,10.57,16.02,61.71,20.45,.23,.04,.00,.01
auditor,minimal,3,2,2,7,10.72,5.15,2.97,164.41,.00,.08,.23,.00
chemist,measuring,2,5,2,4,27.28,52.84,39.56,23.96,.00,.00,.00,.00
judge,plant,5,4,2,2,32.45,15.8,8.32,6.16,.00,.00,.08,.19
web_developer,overcast,2,2,1,8,0.9,1.06,0.56,10.88,.64,.59,.76,.00
constructor,inspecting,6,4,1,3,52.56,25.73,1.94,44.6,.00,.00,.38,.00
editor,car,5,4,5,1,113.13,67.21,114.51,3.91,.00,.00,.00,.42
salesperson,trouser,5,2,1,6,18.19,10.24,1.48,25.23,.00,.01,.48,.00
salesperson,navy,4,1,4,5,4.95,1.2,11.1,15.18,.08,.55,.00,.00
constructor,joyful,5,1,8,1,9.46,12.82,2.02,1.37,.01,.00,.36,.50
pharmacist,yellow,12,0,1,0,28.74,18.59,11.79,16.13,.00,.00,.02,.00
judge,tense,0,0,5,9,4.47,3.31,11.51,20.62,.11,.19,.00,.00
constructor,column,0,8,3,2,0.84,215.69,95.03,151.71,.66,.00,.00,.00
architect,walkway,6,2,6,0,790.4,257.5,2133.93,0.02,.00,.00,.00,.99
judge,paneling,1,12,2,0,129.32,3709.23,91.75,0.01,.00,.00,.00,1.00
pilot,trouser,4,1,0,9,11.9,1.11,0.96,34.86,.00,.58,.62,.00
seamstress,stove,2,4,0,8,11.12,22.35,1.29,208.42,.03,.00,.86,.00
biologist,hairnet,0,3,1,10,1.36,22.99,1.76,9.19,.71,.00,.42,.00
architect,boot,7,5,0,2,45.95,51.63,1.84,10.9,.00,.00,.76,.03
chief,orange,4,2,7,2,43.85,10.93,17.8,6.63,.00,.09,.01,.36
detective,orange,3,3,8,0,11.4,11.87,80.07,9.42,.08,.06,.00,.15
social_worker,tomato,4,9,1,1,70.33,233.57,40.21,18.97,.00,.00,.00,.00
train_driver,red,6,3,5,1,36.54,6.78,4.35,5.03,.00,.34,.63,.08
paramedic,patient,1,7,5,1,299.65,3599.57,5298.48,34.21,.00,.00,.00,.00
mechanic,cloudy,6,0,3,5,1.19,0.41,0.83,0.17,.55,1.00,.36,1.00
tailor,watch,4,1,8,1,0.61,1.83,34.96,3.54,.99,.93,.00,.74
assistant,document,6,1,3,5,171.02,8.91,53.97,96.62,.00,.06,.00,.00
writer,overcast,3,1,2,8,2.25,2.75,1.49,20.33,.33,.25,.47,.00
social_worker,shoe,6,6,1,0,4.49,9.87,4.67,7.63,.34,.04,.32,.11
designer,browsing,8,3,2,1,140.77,25.56,4.83,2.03,.00,.00,.09,.36
designer,watch,4,2,8,1,2.18,2.06,16.74,0.7,.90,.91,.01,.98
truck_driver,smiling,6,2,6,0,14.88,27.22,10.85,2.58,.00,.00,.03,.63
musician,chair,2,4,5,3,4.58,25.41,27.35,12.67,.33,.00,.00,.01
analyst,train,3,4,4,4,95.94,88.86,104.36,120.27,.00,.00,.00,.00
writer,produce,6,3,1,3,30.39,13.7,8.72,13.49,.00,.01,.07,.01
guard,bench,3,2,1,7,17.42,5.13,5.86,39.76,.00,.27,.21,.00
guard,stone,2,8,0,4,285.89,3839.87,7.04,597.53,.00,.00,.13,.00
sheriff,white,4,4,2,4,40.25,34.32,44.74,30.15,.00,.00,.00,.00
auditor,blouse,10,1,1,2,90.76,1.83,2.97,0.74,.00,.77,.23,.69
laborer,goatee,2,1,9,2,6.57,1.6,22.54,9.72,.04,.45,.00,.01
designer,top,8,3,1,2,3.24,31.52,1.46,7.08,.20,.00,.83,.03
coach,hoodie,3,2,5,5,11.73,8.34,24.41,72.83,.00,.08,.00,.00
comedian,sink,4,3,3,4,116.9,109.76,99.34,146.08,.00,.00,.00,.00
entrepreneur,case,3,3,4,3,175.51,67.37,229.83,160.21,.00,.00,.00,.00
scientist,watering,4,4,3,3,30.76,43.76,42.99,31.05,.00,.00,.00,.00
doctor,examined,2,3,2,6,576.81,687.55,462.79,817.53,.00,.00,.00,.00
ceo,talking,3,2,5,3,12.18,21,89.01,64.44,.00,.00,.00,.00
soldier,counter,2,4,4,4,12.52,60.76,120.34,98.37,.01,.00,.00,.00
researcher,bench,4,5,2,2,27.27,29.54,4.6,5.08,.00,.00,.33,.08
cashier,monitor,2,3,3,5,10.51,1.44,5.94,21.98,.03,.84,.20,.00
researcher,flask,3,6,2,3,83.64,126.63,42.02,99.32,.00,.00,.00,.00
politician,pin,2,4,4,5,5256.06,7364.35,10108.31,9063.08,.00,.00,.00,.00
physicist,test_tube,2,6,4,3,109.1,447.44,538.07,2100.34,.00,.00,.00,.00
surgeon,beanie,2,2,2,8,73.23,48.29,54.06,690.99,.00,.00,.00,.00
scientist,liquid,4,6,2,2,454.45,1184.34,84.42,18.94,.00,.00,.00,.00
train_driver,platform,5,5,2,2,216.8,60.65,141.23,12.51,.00,.00,.00,.00
chief,screen,2,2,5,5,5.84,8.05,44.76,33.42,.21,.09,.00,.00
cashier,scanner,4,6,1,3,598.8,2021.63,106.5,569.03,.00,.00,.00,.00
attendant,flower,1,1,8,4,145.94,58.05,723.03,436.1,.00,.00,.00,.00
bartender,pitcher,3,2,8,1,272.56,33.26,1674.75,255.62,.00,.00,.00,.00
teacher,blackboard,3,1,5,5,911.45,41.97,1376.3,2422.59,.00,.00,.00,.00
researcher,jar,2,5,6,1,417.98,394.17,664.77,14.23,.00,.00,.00,.01
